Hryshyn Henadiy,17:00
Khvostyk Henadiy,17:00
Bozhenko Mykola,16:33
Kysil Andrii,16:57
Goncharenko Stas,17:00
Volkov Ihor,16:56
Anishchuk Pavlo,16:57
Tsibulin Dmitro,16:56
Korovynskyi Ihor,16:56
Biloshapka Dmytro,16:33
Shynkarenko Gennadiy,16:33
Moroz Maryna,16:56
