Khvostyk Henadiy,69:47
Kovalenko Yevhenii,69:47
Puhach Volodymyr,69:47
Bozhenko Mykola,71:05
Kovalchuk Andrii,69:47
Kozlov Anton,68:50
Moroz Maryna,69:47
