Khvostyk Henadiy,21:01
Piddubnyi Ruslan,21:01
Puhach Volodymyr,21:01
BOZHENKO Mykola,22:49
Kovalchuk Andriy,25:44
Sevidov Sergiy,25:44
Bieliavskyi Andrii,DNF
Sidorova Tatyana,DNF
